epoch,train_loss,val_loss
1,0.03489660221384838,0.02251796401105821
2,0.010470584966242313,0.00708605267573148
3,0.005626014943118207,0.004999619442969561
4,0.00458893151517259,0.004740843782201409
5,0.004335981051553972,0.004492936510359868
6,0.004039055449538864,0.004034650482935831
7,0.0038916208868613467,0.0040404245955869555
8,0.003826094158284832,0.003810068767052144
